,STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC,Z,Z_ERR,SPECTYPE,OBSERVATION_STATUS
439,C202401011239468p062920,,C202401011239468p062920,,,,189.9451686441828,6.48875036668719,1.5228621948733871,0.0007687254945298387,QSO,Y
440,A202204211240007p070411,,A202204211240007p070411,,,,190.00309660377803,7.069816101856817,,,,N
441,C202302081240283p054708,,,,C202302081240283p054708,,190.1178552064464,5.785460175404903,0.40411355411313626,1.958364622752013e-05,QSO,Y
442,C202207011240289p061942,,C202207011240289p061942,,,,190.12032460793225,6.328247821997074,,,,N
443,C202401071240337p071751,,C202401071240337p071751,,,,190.14021049468232,7.297380377852218,1.2149791291012453,8.632824700835193e-05,GALAXY,Y
444,C202204211240485p062614,,C202204211240485p062614,,,,190.2021320503131,6.437107418184035,,,,N
445,C202302171241015p064244,,,,C202302171241015p064244,,190.2561997529231,6.7121289814369725,,,,N
446,C202205031241044p052336,,C202205031241044p052336,,,,190.2685032697804,5.393356632259517,,,,N
447,T202204301241119p064018,,T202204301241119p064018,,,,190.29938414105493,6.671573608502951,,,,N
448,C202401071241183p051948,,C202401071241183p051948,,,,190.3264198876684,5.329913531832169,,,,N
449,A202204241241204p072049,,A202204241241204p072049,,,,190.3350155561856,7.347073291838948,,,,N
450,T202204301241209p045955,,T202204301241209p045955,,,,190.3372363711597,4.998731208184946,,,,N
451,C202302081241390p074348,,,,C202302081241390p074348,,190.41260100224383,7.730133557774094,0.13167547675294503,1.007791820877132e-05,GALAXY,Y
452,T202204301241442p071753,,T202204301241442p071753,,,,190.4343258484101,7.298070496298302,0.2609480306979027,6.342808194697646e-05,GALAXY,Y
453,C202401011241512p074103,,C202401011241512p074103,,,,190.46319465692665,7.6840373878589405,,,,N
454,C202205031241536p051203,,C202205031241536p051203,,,,190.4733327752889,5.200791967776631,,,,N
455,T202303221241538p062850,,,,T202303221241538p062850,,190.4741687816445,6.480526231838155,,,,N
456,C202205091241571p044816,,C202205091241571p044816,,,,190.48773194613744,4.804318958500957,0.27483222237478583,6.430049324628368e-05,GALAXY,Y
457,T202204241242045p052554,,T202204241242045p052554,,,,190.5185994584228,5.431671127718346,,,,N
458,T202401011242190p060546,,T202401011242190p060546,,,,190.57924085170723,6.096092377786968,,,,N
459,C202401011242331p045925,,C202401011242331p045925,,,,190.6377195372011,4.990196351066872,,,,N
460,C202401011242437p064240,,C202401011242437p064240,,,,190.6820892687356,6.711067725750617,,,,N
461,A202204241243033p062652,,A202204241243033p062652,,,,190.7637452797861,6.4478817430720285,,,,N
462,A202204241243080p075423,,A202204241243080p075423,,,,190.783227458608,7.906429909324692,,,,N
463,T202207011243198p060159,,T202207011243198p060159,,,,190.83250869150672,6.033024685185777,,,,N
464,C202401011243292p054143,,C202401011243292p054143,,,,190.8716449468532,5.695166474603249,0.36344214502360783,1.252987896885679e-05,QSO,Y
465,T202205031243383p075001,,T202205031243383p075001,,,,190.9095533271049,7.833699918459918,,,,N
466,T202302171243544p070639,,,,T202302171243544p070639,,190.9767450434356,7.110942660872879,,,,N
467,A202204241243571p062130,,A202204241243571p062130,,,,190.98810353494088,6.3583577985821975,,,,N
468,T202302171243584p063129,,,,T202302171243584p063129,,190.99347531016417,6.524706654769822,0.18157646377098632,9.63547543001698e-06,GALAXY,Y
469,T202204211244050p054952,,T202204211244050p054952,,,,191.0206571542772,5.831190794676303,,,,N
470,T202303161244111p075413,,,,T202303161244111p075413,,191.0460601389109,7.903529597257996,0.15941825190394082,8.301264652988818e-06,GALAXY,Y
471,A202204241244300p075007,,A202204241244300p075007,,,,191.12514216820668,7.835226011426506,0.413024017307373,2.173256760184437e-05,QSO,Y
472,T202204211244430p054637,,T202204211244430p054637,,,,191.17929101950767,5.7770653147817335,,,,N
473,T202204241244441p065832,,T202204241244441p065832,,,,191.18356866757145,6.975467645246823,0.08209112676655923,5.835138394272913e-06,GALAXY,Y
474,T202401271244443p064051,,T202401271244443p064051,,,,191.18463379933144,6.680889349377693,,,,N
475,T202204241245051p073915,,T202204241245051p073915,,,,191.271108257178,7.654080516523805,,,,N
476,T202302081245081p053458,,,,T202302081245081p053458,,191.2836811497403,5.582831002437022,,,,N
477,A202302081245115p065609,,,,A202302081245115p065609,,191.2980347689497,6.9359370882646765,0.27488934542548593,1.360923419936996e-05,QSO,Y
478,A202204241245297p072801,,A202204241245297p072801,,,,191.37364611971088,7.466862087635723,,,,N
479,C202206081245390p061826,,C202206081245390p061826,,C202305101245390p061826,,191.41251999418293,6.307120780837314,0.3864160270447565,5.9372467454812184e-05,QSO,Y
480,A202204241245515p064157,,A202204241245515p064157,,,,191.46440604406985,6.699271556994537,,,,N
481,C202204241245554p054236,,C202204241245554p054236,,,,191.48072966669017,5.709950919320439,,,,N
482,A202204241246002p070039,,A202204241246002p070039,,,,191.5008718591432,7.0109166130743175,,,,N
483,A202204241246008p071353,,A202204241246008p071353,,,,191.50341777071105,7.231506980713915,,,,N
484,T202305121246099p053142,,,,T202305121246099p053142,,191.541144137059,5.52838446953401,0.06081908794177872,1.7275098646193755e-06,GALAXY,Y
485,C202204241246164p072446,,C202204241246164p072446,,,,191.56823417020303,7.41276455893139,,,,N
486,C202205031246244p052147,,C202205031246244p052147,,,,191.60179522625583,5.3631768750538775,0.12710634011621666,3.071232099519296e-05,QSO,Y
487,C202207011246268p070927,,C202207011246268p070927,,,,191.611608442428,7.157606080472255,,,,N
488,A202401011246338p080017,,A202401011246338p080017,,,,191.6409303371369,8.004717848814577,,,,N
489,C202303281246351p051357,,,,C202303281246351p051357,,191.6460797740305,5.23245666417805,,,,N
490,T202401071246360p050248,,T202401071246360p050248,,,,191.65008540358696,5.046631221651571,,,,N
491,A202302171246577p073841,,,,A202302171246577p073841,,191.7402274467788,7.644745634395106,,,,N
492,T202204241247111p045556,,T202204241247111p045556,,,,191.7960709031033,4.932339475344684,,,,N
493,C202204211247129p045426,,C202204211247129p045426,,,,191.80383988352023,4.907349694484108,0.820768064273155,3.925008231293558e-05,GALAXY,Y
494,C202204241247144p065652,,C202204241247144p065652,,,,191.81003873991483,6.947900619564298,,,,N
495,T202302171247291p072255,,,,T202302171247291p072255,,191.87134450233296,7.382002418541407,,,,N
496,T202205181247348p072118,,T202205181247348p072118,,,,191.89486950714368,7.3550239854510595,0.08225490946989712,1.1181924603277908e-05,GALAXY,Y
497,C202401011247353p055841,,C202401011247353p055841,,,,191.8971631809316,5.977974607676966,,,,N
498,C202205301248168p065551,,C202205301248168p065551,,,,192.0698510522469,6.9308738236264364,,,,N
499,T202303221248361p054326,,,,T202303221248361p054326,,192.1504927951848,5.723770216355394,,,,N
500,A202302171248452p055229,,,,A202302171248452p055229,,192.1883651480025,5.874808577384428,,,,N
501,T202305121248551p074827,,,,T202305121248551p074827,,192.22964701475928,7.807414330737847,,,,N
502,T202303011249134p050901,,,,T202303011249134p050901,,192.3058346511016,5.15038093815441,,,,N
503,T202303281249159p045017,,,,T202303281249159p045017,,192.3163692836037,4.837918435118133,,,,N
504,C202302261249226p065802,,,,C202302261249226p065802,,192.3440699009425,6.9673549791020255,,,,N
505,T202206081249344p050119,,T202206081249344p050119,,,,192.39321368298025,5.021944999131366,0.1858293171102914,2.0729241799776563e-05,GALAXY,Y
506,A202204211249466p064039,,A202204211249466p064039,,,,192.4439672672992,6.677490953653964,0.4182572964873306,3.45189585005263e-05,QSO,Y
