21A,22A,22B,23A,23B,ra_obj,dec_obj
,C202204241251038p052554,,,,192.76577121540828,5.431557799913633
,T202205091251046p074011,,,,192.76905681214456,7.6697172893638275
,,,C202302261251046p074758,,192.76927621212133,7.799419044930887
,,,C202302171251051p075650,,192.771408459445,7.94716618239229
,C202204271251055p054436,,C202303011251055p054436,,192.77307778375527,5.743315592142141
,C202204271251066p054521,,,,192.77767968631,5.75587144060346
,,,C202302261251070p062108,,192.7793056450037,6.352242415844402
,C202204241251071p080235,,C202302261251071p080235,,192.77977780179216,8.043046333184066
,,,C202302081251072p071831,,192.7798914515945,7.30855850534402
,T202204241251076p053144,,C202302261251076p053144,,192.7817024871232,5.52880386351703
,,,C202302081251078p060323,,192.78262803405758,6.056283538885856
,C202204271251088p054632,,C202302171251088p054632,,192.78651552587382,5.7755078513982365
,,,A202302171251089p073814,,192.7871508018964,7.637106612584215
,C202204211251093p054603,,T202303281251093p054604,,192.78890129945836,5.7675697386375875
,C202204241251095p073523,,,,192.78952418257356,7.589711700379668
,,,C202302171251103p073750,,192.79288901121654,7.63061979609751
,C202204211251104p073825,,,,192.79345124185426,7.640353010523063
,C202204211251107p061918,,C202302261251107p061918,,192.79439691398,6.321688986212132
,T202204211251108p055938,,C202302261251108p055939,,192.79512046875453,5.994057677937893
,C202205031251113p063807,,,,192.79707282984538,6.635304509584988
,T202204211251116p081327,,T202302081251116p081327,,192.79821726128932,8.22418013833848
,,,C202302171251118p071913,,192.79911364572257,7.320189581280119
,C202204301251120p073725,,,,192.79992619731843,7.62354137663137
,C202204211251125p061919,,T202302081251125p061919,,192.8019214429718,6.321921065511555
,,,C202303011251125p073720,,192.8020495503596,7.62221054250461
,T202204301251126p054217,,,,192.80238683670535,5.704643225425932
,C202204211251126p061449,,,,192.80270121444218,6.247028008660891
,A202204241251136p052558,,,,192.80660639005225,5.4328471269527805
,T202204211251141p054617,,,,192.80877151381267,5.7713312733049955
,T202204241251141p054857,,,,192.8088818395237,5.8157178357750485
,C202204211251144p072759,,,,192.81013409701248,7.466400026087094
,T202204211251150p055833,,,,192.81268999464612,5.97576795831301
,C202204211251151p054830,,C202302171251152p054830,,192.81308534658314,5.808383821008217
,C202204301251155p065924,,,,192.81457460620825,6.990067717365978
,T202204211251155p062458,,,,192.8145954364976,6.416186747851897
,T202204211251157p061846,,T202302171251157p061846,,192.81552947421991,6.312808857539176
,T202204301251163p054302,,,,192.81773474698173,5.717304703097315
,T202204271251164p054420,,,,192.8182179046354,5.738826391015202
,T202204241251164p075512,,,,192.81829752465322,7.91991213214257
,,,C202302171251164p061824,,192.8184368298361,6.306749203522391
,T202204241251172p080440,,,,192.8216298613532,8.077802168934552
,,,C202302171251179p061839,,192.82463760783764,6.310889921501128
,T202204301251184p054300,,,,192.82683438985282,5.716776542126285
,,,C202303011251188p070018,,192.82825392223546,7.004906980661271
,T202204211251195p053111,,T202302171251195p053111,,192.83108137018286,5.519633592398561
,T202204301251219p054355,,,,192.84112871892052,5.7319166412909
,T202205061251220p054356,,,,192.8416652568832,5.7320928750117375
,A202204301251222p073817,,,,192.8423990187181,7.637951798294214
,,,C202302261251228p061028,,192.84508271218144,6.174340289968005
,,,T202302171251238p074719,,192.8492490168956,7.7886119490062615
,C202204301251253p065042,,,,192.85543824631839,6.844947596310399
,A202205031251255p075129,,,,192.8561250334499,7.8579679526978135
,C202204211251273p071538,,C202302261251273p071538,,192.8637540481285,7.260458290316547
,,,C202302171251276p073505,,192.8649064791545,7.584759052759383
,,,C202302261251283p073734,,192.86772741559875,7.625999408266226
,,,C202302171251283p075707,,192.86790498944518,7.9518357453002055
,C202204211251288p054914,,C202303281251288p054914,,192.87016396514383,5.820668352952509
,,,C202302171251290p071320,,192.8708468307734,7.222313858040682
,,,C202303011251319p061221,,192.8827726478508,6.205970891208688
,C202204301251320p080019,,,,192.8833709875284,8.005225762528104
,T202204211251346p055148,,,,192.89405015796046,5.863470542318676
,,,C202303281251346p055856,,192.89416255602367,5.9822898656669885
,,,C202302081251351p052835,,192.89644033775986,5.476272380941584
,,,C202302171251353p074445,,192.8971415257444,7.745824792046701
,T202204211251360p051947,,,,192.89998674312457,5.329583856989463
,,,C202302261251365p074416,,192.9019376299984,7.737739743739928
,,,C202302171251368p070448,,192.90323498804776,7.0799037327859935
,,,C202302171251373p080429,,192.9054346774115,8.074771103542489
,,,C202302171251385p073531,,192.91055585393855,7.591966719823635
,C202204301251386p072849,,,,192.91103632850516,7.480210759313471
,A202204211251389p053412,,C202302081251389p053412,,192.9121584372211,5.570053238535658
,,,C202302261251390p063205,,192.9123816049121,6.534656516623974
,C202205061251394p074336,,,,192.9141051975806,7.726712658343886
,C202204211251394p080925,,,,192.91432884215007,8.157019910297828
,T202204301251395p055842,,,,192.9144259987907,5.9784661332697535
,,,T202303221251399p060329,,192.9160856414183,6.057938706564907
,,,C202302171251409p052138,,192.920288795524,5.360598789944012
,,,C202302261251409p075840,,192.92036610255698,7.977651020056777
,T202205031251444p063951,,,,192.93509414207813,6.664153968046903
,T202204211251456p053158,,,,192.9398993192447,5.532812033713127
,,,T202302171251472p061127,,192.94656640254192,6.190737272807622
,,,C202302081251476p060509,,192.94840911338508,6.085892085714909
,T202204241251482p081227,,,,192.95073612222842,8.207572048027984
,,,T202303011251484p060501,,192.95157147721105,6.083534986578847
,T202205091251489p052008,,,,192.95360605158646,5.335423305509165
,,,C202303011251492p060956,,192.954939458457,6.165462530737862
,C202204301251493p053133,,,,192.95535100181968,5.525752881666832
,,,C202302261251494p055758,,192.95569910985432,5.966198762119117
,,,C202302171251501p061435,,192.9587476794944,6.242982109197223
,C202207011251502p054560,,,,192.9590889512029,5.766609055888506
,,,C202302261251506p061029,,192.96081674751892,6.174756381619175
,T202204301251510p065252,,,,192.96259674853698,6.881029380684918
,,,C202302171251513p061030,,192.96374977656612,6.174871674815932
,T202204211251522p054507,,,,192.9675088117688,5.751854887885624
,,,C202302261251523p054506,,192.96801232637543,5.751782562278541
,,,T202303011251523p060935,,192.96801934344185,6.159719433077785
,C202205241251523p080513,,,,192.96805688010846,8.086929613271195
,A202207011251526p052739,,A202302081251526p052739,,192.9692038928457,5.460871428621703
,A202204241251534p060503,,C202302171251534p060504,,192.97239788169918,6.084354492692107
,C202205031251538p080527,,C202302171251538p080527,,192.9742309454641,8.090886661356679
,T202204271251539p055927,,,,192.97446769175426,5.990945296488742
,,,C202302171251540p060951,,192.97495664912518,6.164189512544607
,C202204211251541p061156,,C202302171251541p061156,,192.9755367882609,6.198775500263084
,T202204271251542p054505,,,,192.975925734668,5.751274470153866
,,,C202302081251545p054550,,192.97693360422832,5.7637580304090585
,T202204271251547p070306,,,,192.9778190035811,7.051539400632056
,T202204211251549p075305,,,,192.97865860399062,7.884635162869178
,,,T202302261251549p075424,,192.97888624906892,7.906668859074322
,,,C202302081251584p055646,,192.9934816706933,5.9461338459565205
,C202207011251586p080735,,,,192.99410798831687,8.126435493000008
,,,T202303011251591p053851,,192.99629675337277,5.6475727149130845
,,,T202302261251596p063237,,192.9981627773531,6.54374402885321
,,,C202302261251597p070051,,192.9985702863682,7.0141564998377826
,C202205031251597p070050,,,,192.99874843149814,7.0139119356586885
,C202205091252004p063511,,,,193.0016498770863,6.58626265458132
,C202205061252006p055939,,,,193.0026547369933,5.994175083179119
,,,C202303221252015p070535,,193.00618568085872,7.092983051971973
,,,T202303011252016p063255,,193.00663741977942,6.548473591872747
,,,T202303311252017p063255,,193.00717163082177,6.548544146376632
,,,C202302171252018p063308,,193.00759311289002,6.552086606653058
,C202204211252019p063308,,,,193.00789948561814,6.552203034338072
,C202204241252020p063306,,,,193.0082075601056,6.551764955941901
,,,T202303011252022p070814,,193.0090157491196,7.137150777571988
,,,C202302261252025p063504,,193.01060330025814,6.584484728585906
,T202401131252034p060920,,,,193.0142872743716,6.155574062384456
,,,C202302261252056p071542,,193.02315330871915,7.261558387053832
,T202204301252085p075057,,,,193.0353814455233,7.8490684277074525
,,,T202302171252085p052244,,193.0355234103823,5.378819359361137
,T202204301252090p063807,,,,193.03745793689117,6.635389641840304
,,,C202302261252125p055015,,193.05214743580888,5.837523411349356
,C202204211252126p055014,,C202303221252126p055013,,193.0523794431852,5.8370615292636625
,A202204241252128p070754,,,,193.05332273780544,7.1317083927113405
,A202204211252132p072201,,C202302171252133p072201,,193.0552341328885,7.36688135540362
,,,C202302171252135p075714,,193.05638816304267,7.953807350728849
,A202204241252144p071306,,A202302171252145p071306,,193.06022240537072,7.218365635567702
,C202204211252147p080738,,C202302171252147p080738,,193.06136110398143,8.12725698880386
,,,C202302261252148p075747,,193.06169390954997,7.9630846627174785
,,,C202303281252172p054506,,193.07152790920514,5.751627341970951
,C202204211252219p070112,,C202302171252219p070112,,193.0912800370271,7.019902343215064
,,,C202302171252219p075902,,193.0914032885104,7.983818099729643
,T202205031252222p070544,,,,193.09264632239484,7.095442005113932
,,,C202302261252232p070553,,193.0966763136504,7.09814244583431
,,,T202302261252236p054446,,193.09820261709072,5.746058052671276
,C202207041252240p080105,,C202302171252240p080105,,193.10017090602847,8.018112472335488
,C202205211252244p071033,,,,193.1016772679877,7.17594544218854
,,,C202302261252247p075712,,193.10301206129245,7.953228162890282
,T202204211252248p061512,,,,193.1035021446256,6.253398159720048
,,,C202302171252255p073217,,193.10611695151363,7.53797186523413
,,,T202303011252266p075225,,193.11066194126946,7.873652998177108
,C202204301252266p080510,,,,193.11075098488055,8.086041941695921
,,,C202302171252267p061514,,193.11118129411926,6.2537986462306545
,,,T202304031252272p072522,,193.11332589497326,7.4228728165336895
,,,C202302261252281p070503,,193.11698274042587,7.084206556958549
,C202204241252282p052936,,,,193.11749568563712,5.493321627451501
,,,T202302081252283p055222,,193.11774070950128,5.872658663555825
,,,T202303221252286p071218,,193.1190914845397,7.204883025342113
,,,T202303221252288p071220,,193.1199669441686,7.205683156320107
,T202205241252290p055618,,,,193.1206298444361,5.938196358715794
,,,C202302261252303p054237,,193.12611128774705,5.710156885566401
,C202206081252303p064313,,C202302171252303p064313,,193.12614699425643,6.720303523204073
,,,T202304031252308p071218,,193.12815442606185,7.205099241733127
,,,C202302171252311p052301,,193.12941931508388,5.383486920826478
,T202205031252312p080429,,,,193.1298031540693,8.074606600843396
,T202204211252314p073156,,T202303011252314p073156,,193.13090879436248,7.532256917129455
,A202204241252316p073444,,C202302261252316p073444,,193.1317063396661,7.578949621780337
,T202205031252318p052434,,C202303041252318p052434,,193.13242631262605,5.409387007045968
,C202205031252323p080001,,C202303011252323p080001,,193.13469139972193,8.000368947534877
,T202204241252333p052245,,,,193.1388480913906,5.3792547506495225
,T202204211252343p075935,,,,193.14279217144784,7.993100178102352
,,,C202303311252371p071525,,193.15445164380688,7.256911938268773
,A202401071252377p062543,,A202302171252377p062543,,193.15698962686608,6.428630050162665
,C202204241252379p075919,,T202302261252379p075919,,193.15794278082626,7.988580293568388
,,,C202302081252391p052037,,193.16302698607936,5.3435394138974415
,,,T202302261252396p060651,,193.164800897919,6.114131962583222
,,,C202303011252397p080730,,193.16521053213376,8.12505892230828
,T202204211252401p080451,,C202303041252401p080451,,193.16699870013693,8.080746164692812
,T202204271252412p063936,,,,193.17167045004658,6.660057604221637
,C202205301252417p071024,,,,193.17380348720692,7.173449079996568
,T202205091252426p060320,,C202302081252426p060321,,193.17758966840387,6.055675990868301
,A202204211252441p052732,,C202302171252442p052732,,193.18395061858075,5.458959357185652
,A202204241252449p074242,,A202302171252449p074242,,193.18712809703666,7.711744166130012
,,,T202304031252454p071233,,193.18931575550164,7.209133383826865
,A202204241252473p080300,,C202302171252474p080301,,193.1972776235334,8.050148960556145
,C202205181252478p075250,,,,193.19921245545467,7.88051892399955
,C202205061252481p053019,,,,193.20047848882808,5.505165658522558
,,,C202302171252481p075647,,193.20062052153904,7.946343837362278
,C202204271252499p070757,,C202302261252500p070756,,193.208081877769,7.132316184597888
,C202204211252516p073256,,T202303311252517p073256,,193.21523373795094,7.548809366038409
,T202204271252537p052929,,,,193.2238675142775,5.491410865167501
,C202204211252544p063605,,,,193.22661845185908,6.601420644277779
,A202204211252570p062701,,,,193.23755875842483,6.4501895615538976
,C202207011252571p074922,,,,193.23790836987598,7.822680172686398
,C202204241252576p073023,,,,193.23999389842044,7.506441157013053
,T202401071252587p073023,,,,193.24476177664044,7.50636817496226
,,,T202302171252593p081145,,193.2469302615134,8.195949274299242
,A202207011252599p052632,,,,193.2497217966296,5.4421822923302345
,,,C202302081253006p062149,,193.2526234683727,6.363617483896447
,C202204241253016p053454,,,,193.25663678857143,5.581709083882821
,A202204301253020p053441,,,,193.25832128174025,5.5780869701827696
,A202204241253024p052950,,,,193.260067304408,5.497168103634922
,C202204301253024p053320,,,,193.2601524755764,5.5556437261588085
,,,C202302171253025p060835,,193.26038936925374,6.1429373869809725
,,,C202305121253030p074117,,193.26264815563357,7.6880024177606865
,,,C202303011253031p062160,,193.26277599326298,6.3666393981180285
,C202204241253031p064838,,,,193.2630510378741,6.810489497605205
,,,T202302171253047p060518,,193.26960345770598,6.088272367051108
,C202204301253052p053354,,C202302171253052p053354,,193.2715970567349,5.565040472285531
,C202401011253053p071755,,,,193.27216389995726,7.298722550408093
,C202204301253058p061546,,,,193.2743626446796,6.262750089037973
,,,C202302171253063p053311,,193.2764449795775,5.553022010422894
,C202204301253066p063331,,,,193.27750932695758,6.5587181514477715
,T202205301253070p074352,,,,193.2793059764463,7.731086513944595
,,,T202302171253073p053346,,193.28052825301117,5.562874081533511
,C202205031253076p061830,,,,193.28152024705693,6.308420147059112
,C202205091253093p062913,,,,193.28889268006333,6.4868274290226005
,C202204301253099p053406,,,,193.29139782486092,5.568198649015063
,T202204271253101p080229,,,,193.29200139387757,8.041462226627436
,T202204211253101p080226,,,,193.2920463163076,8.040646884926964
,C202205121253101p080749,,,,193.29221457268608,8.13029680412022
,T202401071253105p063628,,,,193.29367248845642,6.607828156349852
,A202204301253105p063144,,,,193.29376894977642,6.528917217440927
,,,C202302081253110p054032,,193.2958449681347,5.675678246748903
,C202206081253111p061510,,,,193.2964494128598,6.25270497975492
,,,T202302261253114p063532,,193.2976009882331,6.592138158491951
,T202204211253117p063537,,T202304031253117p063536,,193.29888134337506,6.593512853755502
,A202204301253120p063119,,,,193.29990850525544,6.52188821926054
,C202204241253120p075148,,A202303221253120p075148,,193.2999823605756,7.863425755590753
,C202204211253129p075408,,C202302261253130p075408,,193.30394850876118,7.902239618810374
,T202204271253131p063804,,,,193.3047110257071,6.634470786855072
,C202204211253137p062803,,,,193.30707873034862,6.467621475268452
,,,C202303041253150p065615,,193.31240327343812,6.9373715604713615
,,,C202303041253150p072428,,193.31258690656452,7.407723869556307
,T202204271253151p064821,,,,193.31288800530567,6.805865769153074
,C202204271253151p064823,,,,193.31301040039472,6.806473286278353
,C202204271253153p053254,,,,193.31370848782782,5.548369125739006
,,,C202303011253163p081138,,193.31775941281032,8.193966615042982
,C202204301253164p062152,,,,193.3185163151252,6.364524238782871
,C202205031253165p070315,,,,193.3187273255006,7.054223007598603
,A202204241253169p074225,,A202302171253169p074225,,193.32044403309925,7.706904588504382
,A202204241253174p053630,,A202302171253174p053630,,193.3223673585694,5.608394116648373
,C202204211253180p064427,,,,193.32484937358637,6.740767935860148
,,,C202303281253182p080953,,193.32563337302815,8.164672745099013
,T202204301253182p064758,,,,193.32584818477108,6.799422373618263
,C202205031253186p070302,,,,193.32751271808615,7.050454799722017
,A202207011253187p070336,,,,193.3278528158657,7.059886720652415
,,,T202304031253194p070254,,193.331015618521,7.048381292781513
,C202205031253198p070148,,,,193.33258834355567,7.029916251798262
,C202204271253204p053208,,C202302261253204p053208,,193.3348919587605,5.535637134625518
,C202204301253216p063224,,,,193.34009989736947,6.540118893610084
,C202205031253217p070324,,,,193.34056405810676,7.056623370430947
,,,C202302261253218p064759,,193.3406364588521,6.7996525585959455
,A202204241253222p055437,,,,193.3424606957557,5.910414796715594
,T202204211253223p065115,,,,193.34309035646405,6.854221979016248
,T202204211253225p065117,,,,193.34379370450367,6.854768615924955
,C202204301253226p063237,,,,193.3442284144366,6.543676080105437
,C202204241253246p061505,,C202303011253246p061506,,193.35231135792498,6.251566853557853
,C202204241253250p074142,,,,193.35398554045062,7.695051478915922
,C202205061253258p055401,,,,193.3573209220329,5.9002744639444975
,C202204211253262p072421,,,,193.35931415749138,7.4058629861127665
,A202204211253268p061359,,A202302171253268p061359,,193.36176813900926,6.232996163255107
,C202205031253271p070043,,,,193.36277778086537,7.011960827775089
,C202205301253279p081353,,,,193.3661170057452,8.231457637887683
,C202204271253282p063941,,,,193.36737440977475,6.661507009005611
,A202205031253285p070121,,,,193.3686228015828,7.022446536009812
,A202204211253289p075024,,A202302081253289p075024,,193.37048532630885,7.839877155415294
,C202204211253289p074731,,,,193.3705065349619,7.792061148853786
,C202205091253289p062253,,,,193.37057814579205,6.3814735743832625
,,,T202302261253290p074737,,193.37071323592892,7.793545718303783
,,,C202302171253291p052742,,193.37115648861385,5.461644314362284
,,,C202302171253301p062143,,193.3753451479304,6.3620808528692185
,T202204271253302p055510,,,,193.3757053611841,5.919388576399013
,C202205181253304p060311,,,,193.37670667945176,6.0531609002006626
,,,C202302171253311p072521,,193.37939231341252,7.422511330285655
,C202204301253328p063145,,,,193.38676637484693,6.529089908313037
,,,T202302171253332p063454,,193.38853552879533,6.581706164935355
,C202204301253334p065132,,,,193.38906933741382,6.858763506596666
,,,T202302171253339p072458,,193.39113249684127,7.416215208217741
,C202205301253342p072502,,,,193.39266764641326,7.417323259100478
,A202205031253352p070231,,,,193.3964772467133,7.041812994558178
,C202204211253353p053211,,C202302171253353p053211,,193.39697131230855,5.536299730882762
,C202205031253367p070354,,,,193.40293355019244,7.064952299603377
,T202205061253372p061246,,,,193.404989744218,6.212643039454463
,,,C202302261253376p053826,,193.40668597080574,5.640688842313013
,,,C202303011253385p064956,,193.41060577327968,6.832201190827386
,C202204301253394p080447,,,,193.41412945508065,8.079722267035839
,C202204211253396p053340,,,,193.41497798744626,5.561116683842601
,,,C202302171253396p063646,,193.4150585792593,6.612643040969004
,C202204211253406p070312,,T202303011253406p070313,,193.4191774006114,7.053423858079566
,T202204211253407p064731,,,,193.4195487596712,6.791904820162443
,T202204211253407p055204,,,,193.41964901238384,5.867753702156116
,C202204301253418p072520,,T202303011253418p072520,,193.42426792456524,7.422234554650775
,,,C202302171253422p081147,,193.4259858218009,8.196486205481651
,C202204241253435p072834,,,,193.43110313593758,7.475977504658992
,C202204301253435p072238,,,,193.43112910822884,7.377112420492669
,C202204241253439p064932,,,,193.43278576356224,6.82551741099608
,C202205031253441p070228,,,,193.4337071354151,7.04100475922817
,T202401071253442p061533,,,,193.43404712713883,6.259090268313508
,C202204211253450p074712,,C202303311253450p074712,,193.4376725586179,7.786585507262151
,C202204211253477p075508,,C202302081253477p075508,,193.44889923411947,7.918816729544069
,,,T202305151253492p063411,,193.45518383189338,6.569643827200912
,T202204241253496p063447,,T202302261253496p063446,,193.45682653161504,6.5795516132929475
,A202204301253499p063137,,,,193.45777604575542,6.526822114337287
,C202205061253504p063924,,,,193.46004922762816,6.656619139916887
,A202204211253510p051614,,C202302171253511p051614,,193.46270215716777,5.270562238591721
,T202204241253518p055305,,C202302081253518p055305,,193.46603150324495,5.884783605384021
,,,C202305121253519p063825,,193.466391907036,6.640326330144856
,T202204211253523p064523,,,,193.46802372399455,6.7562627656049035
,T202204271253523p062912,,,,193.4680607836582,6.486795946122575
,,,C202303281253528p074657,,193.4700167583353,7.782517332715802
,T202205181253528p070602,,,,193.4700791287244,7.1006576641891765
,T202204301253546p064540,,,,193.47758488669086,6.761074919947793
,,,T202303011253547p064539,,193.477816495025,6.760867679349992
,T202205031253548p064538,,T202303281253548p064537,,193.4782473050775,6.760386845108794
,T202204211253558p055205,,,,193.48247063308503,5.868078877812015
,T202204271253559p063652,,,,193.48280959646868,6.6143440378086
,C202205031253560p070524,,,,193.48329883108352,7.090041683444889
,C202205031253561p070501,,,,193.4836658089053,7.083607324635729
,C202204301253566p063159,,,,193.4860011193317,6.53300727146682
,C202204211253577p063001,,,,193.4902875899417,6.500157429086566
,,,T202302081253577p060923,,193.4905647888539,6.156340399662563
,A202204301253584p063122,,,,193.49326222741502,6.522645502383216
,C202204301253589p063511,,C202303041253589p063512,,193.495450382146,6.586478903118538
,C202204271254002p063937,,,,193.50087862080662,6.660220241187857
,,,C202303011254003p063936,,193.5012153720613,6.660014315568745
,C202204211254005p063430,,C202302171254005p063430,,193.5021527010889,6.574878154257276
,C202204271254024p063901,,C202302171254023p063901,,193.50971608920304,6.65022784588548
,C202205031254032p063504,,,,193.51341929011642,6.584457544878223
,C202204301254039p053828,,,,193.51636353144872,5.6410252286752804
,C202204301254041p063245,,,,193.51699535664744,6.545739063061838
,T202204241254044p052520,,T202302081254043p052520,,193.51803369223632,5.422149758646464
,C202204301254048p053834,,,,193.52011066501896,5.6426681701260355
,A202204301254050p063152,,C202302261254050p063153,,193.52085005096245,6.5312360713147335
,C202205091254056p063812,,,,193.52332208737332,6.636734273534278
,,,T202304121254057p045238,,193.52388758863302,4.877192083957134
,C202204301254059p053845,,,,193.5243758677901,5.645807634121875
,C202204301254070p055902,,,,193.52914920676574,5.983796679952884
,C202204211254074p063445,,C202302171254074p063445,,193.5307743932447,6.579213351568406
,C202204211254076p065909,,,,193.5317660430368,6.985740699608711
,C202205031254076p063604,,,,193.5318684493432,6.601176704088384
,,,T202302171254102p051725,,193.54246696412974,5.290156547929597
,C202204241254119p063615,,C202302171254119p063616,,193.54941081058053,6.60427951459429
,T202204211254128p064944,,,,193.5532266183197,6.82875006723112
,C202204241254150p050409,,C202302171254150p050409,,193.5626286874308,5.069200880992183
,,,C202302171254153p050619,,193.56358009875527,5.1053308510035516
,,,T202303311254154p060612,,193.5639704423772,6.103231716231584
,T202204271254154p065159,,,,193.56436892196155,6.866417334692981
,,,C202305151254159p063407,,193.5661202770444,6.568728871065816
,C202204241254163p063319,,,,193.56802876890208,6.555394866703452
,,,C202302171254167p075710,,193.5694756969368,7.952792993757781
,C202204211254170p063422,,,,193.57065414781172,6.572861735862068
,,,T202303011254174p054256,,193.57252408565117,5.715463797744555
,T202204211254175p053541,,,,193.57310852512103,5.594759797584575
,C202204301254178p045652,,,,193.57411227279133,4.947848881737309
,T202204271254182p063438,,,,193.57569614355057,6.577311983215867
,A202204271254190p065007,,,,193.5793475035094,6.835183758550456
,C202204241254194p060301,,A202302261254194p060302,,193.58089141903238,6.0504234603786005
,T202204241254209p063625,,C202302261254209p063625,,193.5869719770575,6.6069803359782275
,C202204211254211p051657,,,,193.5877536418058,5.2826052227520215
,,,T202303311254219p060314,,193.591194633504,6.053877360654941
,T202204271254220p050410,,T202302171254220p050410,,193.59150589140683,5.069547720309534
,A202204211254221p073348,,,,193.59225845218003,7.563374408503016
,,,C202303011254222p074256,,193.59237126578049,7.715517812583122
,C202207041254227p052502,,,,193.5944006209821,5.417266289753483
,C202204241254232p074111,,C202302171254232p074111,,193.5968355825731,7.686273111170747
,T202204271254236p063449,,T202302171254236p063449,,193.59826655907267,6.580329053080522
,C202204301254239p063345,,,,193.59979113074328,6.562535138968817
,A202205301254245p065527,,,,193.6018904393449,6.924224847589213
,A202204241254249p073717,,,,193.6035907733861,7.621263880834836
,A202204241254250p073347,,,,193.60413890465492,7.563090466726737
,C202204301254257p074136,,C202303011254257p074136,,193.6071559656247,7.693316730720552
,T202204211254258p053226,,,,193.6074336825865,5.54057213622311
,,,T202302081254258p053225,,193.6076182858091,5.540334157474886
,,,T202305121254265p063518,,193.61040671382995,6.5883262181423525
,A202204241254277p071257,,C202302261254277p071258,,193.61543212763962,7.215982407916888
,,,A202302171254284p071958,,193.6182051600547,7.3327398072320475
,,,C202303041254294p072351,,193.62247032989842,7.3975938958137615
,,,T202303011254303p055824,,193.62606953028344,5.973356404284332
,,,A202302171254304p065245,,193.62678041328255,6.879264349417316
,T202206081254311p050941,,,,193.62947975652267,5.1613736991185055
,T202204211254314p050954,,,,193.63072016458992,5.165124265381063
,T202204241254315p072053,,,,193.63118223329602,7.34801553683375
,,,C202302171254324p053328,,193.63486256309318,5.557866680686925
,C202204241254341p074501,,,,193.64206064230686,7.750411539601933
,C202205091254343p072718,,,,193.64296029326675,7.455005570479963
,C202204211254348p064402,,T202302261254348p064402,,193.6450774327411,6.733889353049726
,,,A202302171254351p072921,,193.64636325494385,7.489158354802023
,C202204241254378p075119,,C202303281254378p075119,,193.65747874727185,7.85523605161594
,,,C202302261254382p055648,,193.65917887085698,5.9467960226743966
,C202204211254386p054236,,,,193.66099639930889,5.710090466544727
,T202204211254412p065345,,,,193.67154586649974,6.895914729104788
,T202204301254412p064907,,,,193.67187255457486,6.818706280737443
,T202205031254417p050735,,,,193.67388566188959,5.1263864419320635
,T202205181254445p074026,,,,193.68541444586117,7.673786612781409
,,,C202303011254448p064235,,193.6867993259152,6.709852336510493
,,,T202302261254449p045546,,193.68704763635463,4.929351921266578
,C202205181254451p050556,,C202302081254451p050556,,193.68798424618467,5.098858050862633
,C202205241254466p045812,,C202302261254466p045812,,193.69407391776915,4.970076669983759
,T202204241254467p071522,,,,193.69478373897775,7.255984804897584
,,,T202302171254468p055646,,193.6950699608717,5.9460245434431975
,T202204211254469p072318,,,,193.69553626152813,7.388205479024344
,,,C202302081254473p060808,,193.6969619412489,6.135690662079022
,C202204211254496p052616,,T202302171254496p052616,,193.7067875793619,5.437850100815743
,T202205031254506p072544,,T202303281254506p072544,,193.71066415543257,7.428990972372802
,T202204301254521p061927,,,,193.7169450513697,6.3240420016822645
,A202401071254523p064244,,A202302171254524p064244,,193.71813939118005,6.712095989269283
,T202204211254524p072428,,T202303011254525p072428,,193.7185384961871,7.407718887646425
,C202205301254528p055014,,T202303011254528p055014,,193.72003685888245,5.837216544281247
,C202205061254532p062604,,,,193.7215232493618,6.434330992041723
,C202204211254532p050334,,C202303011254532p050334,,193.72173672435457,5.0594169310228585
,,,T202302261254535p052009,,193.7227867068252,5.335960911918393
,,,C202305121254537p054927,,193.72385763402823,5.824296376154387
,C202205091254550p072413,,C202302261254550p072413,,193.72928034952713,7.403684972210392
,T202204271254554p054844,,,,193.7309810315801,5.812186588363643
,,,C202302171254561p071738,,193.73384617956106,7.293912189900405
,C202204211254561p063528,,,,193.73395057907746,6.591189118010994
,,,C202305121254564p052024,,193.73506734187117,5.340091502880139
,A202204211254569p052345,,C202302171254569p052345,,193.73723360744415,5.395917400594726
,C202204211254577p062920,,,,193.74026510379025,6.488977045772782
,C202204241254581p052334,,C202302171254581p052334,,193.74226593459753,5.39271542291549
,,,T202302171254584p072756,,193.7431519262744,7.465684976581254
,C202204241254584p062435,,,,193.74327414473996,6.40978361779918
,C202205031255003p072422,,C202302171255003p072423,,193.75132523822236,7.406199912198176
,C202204241255005p074218,,,,193.751876152139,7.7049860080794605
,C202204241255058p063325,,C202302081255058p063325,,193.77426820162356,6.557048991556856
,C202205181255064p053457,,,,193.77675472364845,5.5825010787145635
,C202204271255071p073119,,,,193.77938058245323,7.522024372626755
,C202205061255073p052350,,,,193.78035560320285,5.397093195058347
,,,C202303011255083p061001,,193.78460057314945,6.167012500709574
,C202204241255103p054911,,T202302171255103p054911,,193.79285802714264,5.819596279212561
,,,T202302261255106p060809,,193.79397742463593,6.135947972178564
,,,C202303011255109p062844,,193.7954303752896,6.4788864939995445
,,,C202302171255118p074036,,193.7989894945817,7.6766613502484295
,C202204211255127p063425,,,,193.80271341202587,6.573583971042009
,,,C202302171255137p054258,,193.80712571349682,5.716133084830883
,T202204271255141p061750,,,,193.80884944262502,6.297124383586088
,T202204211255143p073811,,,,193.80978460624146,7.636318134026094
,C202204211255185p070535,,T202303011255186p070534,,193.82726486185473,7.0928905049195095
