STANDARD_NAME,SEMESTER_NAME,SCIENCE_NAME,TEMPLATE_NAME,MJD_OBS,FILTER,DETPOS,X_OBJ,Y_OBJ,X_FPHOT,Y_FPHOT,X_nSTAR,Y_nSTAR,X_nGAL,Y_nGAL,X_ALT,Y_ALT,MAG_ALT,MAGERR_ALT,SNR_ALT,CNNSCORE_ALT,ZMIN_TEMP,ZMAX_TEMP,ZMIN_SCI,ZMAX_SCI,ZMIN_DIFF,ZMAX_DIFF,APER_FPHOT,ZP_FPHOT,LIM_MAG3,LIM_MAG5,MAG_FPHOT,MAGERR_FPHOT,SNR_FPHOT,STATUS_FPHOT,REAL,LIMIT
T202301181104274m062457,T202301181104274m062457,b'c4d_230124_080824_xxx_z_v1',b'c4d_151227_062500_xxx_z_v1',59968.33917779,b'z',b'N22',927.8583586954865,1820.3917410022605,928.4220766405651,1820.6783494398517,937.8091641530809,1878.9696561435153,938.2842029438098,1821.319356739522,927.955,1820.3988,18.52302360534668,0.0081,154.6,1.0,-168.06781332956973,172.53914337151178,-127.55097917657551,129.72808505278894,-171.12326556384693,171.12326556384693,4.69,29.170474,22.68954238160469,22.134920507563795,18.591391050620125,0.008581638686700496,126.51429868313816,b'p',True,False
T202301181104274m062457,T202301181104274m062457,b'c4d_230127_073927_xxx_g_v1',b'c4d_170302_043126_xxx_g_ls9',59971.3190732,b'g',b'N22',901.3022460936672,1737.1724853517117,901.8660888672348,1737.4588623046395,911.2679356783292,1795.7609045798881,911.7293597069929,1738.094625843725,901.8547,1737.5901,17.651981353759766,0.0034,367.5,1.0,-16.073479,31.754482230329952,-12.926425,24.868367227541405,-26.071647342466893,26.071647342466893,4.99,28.756776,24.252306772113478,23.697684898072588,17.651972184591813,0.00339185255432279,320.0905648496766,b'p',True,False
T202301181104274m062457,T202301181104274m062457,b'c4d_230127_074046_xxx_r_v1',b'c4d_170301_044227_xxx_r_v1',59971.31997936,b'r',b'N22',876.2152306883681,1765.4400282951133,876.7790664851236,1765.7263881954107,886.1830674457979,1824.026094250259,886.6420321511896,1766.3620215344317,877.2603,1765.377,17.739099502563477,0.0034,360.1,1.0,-22.353088,40.4251789911165,-19.751034,40.13561542277725,-42.23223852702322,42.23223852702322,5.45,28.909165,23.78279661137912,23.228174737338225,17.74440479335432,0.0029534467854580885,367.6043886572362,b'p',True,False
T202301181104274m062457,T202301181104274m062457,b'c4d_230127_074225_xxx_z_v1',b'c4d_151227_062500_xxx_z_ls9',59971.32113271,b'z',b'N22',927.51316831654,1821.0313329894316,928.076909688376,1821.3179494258286,937.4644615068119,1879.609702200899,937.9394402251428,1821.9590705891358,927.9391,1820.3696,18.202190399169922,0.0061,201.8,0.9999663829803467,-168.8861451902966,171.5718717155864,-70.49414,124.89778154389197,-172.0975092303382,172.0975092303382,4.69,29.199859,22.642429514428958,22.087807640388068,18.3509429351766,0.006915343817816539,156.99870152555923,b'p',True,False
T202301181104274m062457,T202301181104274m062457,b'c4d_230130_074450_xxx_g_v1',b'c4d_170302_043126_xxx_g_ls9',59974.32280666,b'g',b'N22',901.3022460936672,1737.1724853517117,901.8660888672348,1737.4588623046395,911.2679356783292,1795.7609045798881,911.7293597069929,1738.094625843725,901.8661,1737.4589,17.49650764465332,0.0031,393.7,1.0,-16.073479,31.754482230329952,-14.210874,23.016275216664454,-24.980201557738877,24.980201557738877,5.1,28.785709,24.235430390542543,23.68080851650165,17.49925327488344,0.00310770094289766,349.35794014583644,b'p',True,False
T202301181104274m062457,T202301181104274m062457,b'c4d_230130_074610_xxx_r_v1',b'c4d_170301_044227_xxx_r_v1',59974.32373415,b'r',b'N22',876.2152306883681,1765.4400282951133,876.7790664851236,1765.7263881954107,886.1830674457979,1824.026094250259,886.6420321511896,1766.3620215344317,876.792,1765.0326,17.497642517089844,0.003,390.2,1.0,-22.353088,40.4251789911165,-23.52535,41.23566976051428,-41.52028775348389,41.52028775348389,5.45,28.909165,23.68084557707192,23.12622370303103,17.553392416364662,0.002666961010655369,407.09256553143393,b'p',True,False
T202301181104274m062457,T202301181104274m062457,b'c4d_230130_074750_xxx_z_v1',b'c4d_151227_062500_xxx_z_ls9',59974.32488682,b'z',b'N22',927.51316831654,1821.0313329894316,928.076909688376,1821.3179494258286,937.4644615068119,1879.609702200899,937.9394402251428,1821.9590705891358,927.9805,1820.4519,18.063810348510742,0.0055,226.3,0.9999991655349731,-168.8861451902966,171.5718717155864,-119.835175,123.81535661960234,-170.589896390742,170.589896390742,4.69,29.199859,22.7512981542163,22.196676280175407,18.21300424303653,0.00614096191406583,176.79640668560603,b'p',True,False
T202301181104274m062457,T202302021104274m062457,b'c4d_230202_074903_xxx_g_v1',b'c4d_170302_043126_xxx_g_ls9',59977.32573898,b'g',b'N22',901.7744750977181,1737.3486328126753,902.2915210482606,1737.0705985687648,911.2679356783292,1795.7609045798881,911.7293597069929,1738.094625843725,901.7745,1737.3486,17.478759765625,0.003,399.7,1.0,-16.073479,31.754482230329952,-12.771261,25.625508042239773,-25.665924898556632,25.665924898556632,4.77,28.8147,24.27913742520505,23.72451555116416,17.549465406209954,0.0031360226688309286,346.2028545873796,b'p',True,False
T202301181104274m062457,T202302021104274m062457,b'c4d_230202_075022_xxx_r_v1',b'c4d_170301_044227_xxx_r_v1',59977.32664866,b'r',b'N22',876.6874511458764,1765.6161639162738,877.2044677734839,1765.3381347656662,886.1830674457979,1824.026094250259,886.6420321511896,1766.3620215344317,877.2045,1765.3381,17.435482025146484,0.0029,419.1,1.0,-22.353088,40.4251789911165,-39.05907524213053,41.30957782206712,-41.00299491103711,41.00299491103711,5.45,28.909165,23.78125996634946,23.22663809230857,17.42989041215366,0.0024925110014458306,435.58483768786505,b'p',True,False
T202301181104274m062457,T202302021104274m062457,b'c4d_230202_075022_xxx_r_v1',b'c4d_170301_044227_xxx_r_v1',59977.32664866,b'r',b'N22',876.6874511458764,1765.6161639162738,877.2044677734839,1765.3381347656662,886.1830674457979,1824.026094250259,886.6420321511896,1766.3620215344317,877.2045,1765.3381,17.435482025146484,0.0029,419.1,1.0,-22.353088,40.4251789911165,-39.05907524213053,41.30957782206712,-41.00299491103711,41.00299491103711,5.45,28.909165,23.852893577356188,23.298271703315297,17.42989041215366,0.0024925110014458306,435.58483768786505,b'p',True,False
T202301181104274m062457,T202302021104274m062457,b'c4d_230202_075200_xxx_z_v1',b'c4d_151227_062500_xxx_z_ls9',59977.32778467,b'z',b'N22',927.9853274124534,1821.2076980197244,928.5024078630222,1820.9300276582621,937.4644615068119,1879.609702200899,937.9394402251428,1821.9590705891358,927.9904,1820.3169,18.009328842163086,0.0053,236.9,1.0,-168.8861451902966,171.5718717155864,-110.48982204148969,112.54817015004545,-169.94446855799646,169.94446855799646,4.69,29.199859,22.822711577945213,22.268089703904323,18.13524500040252,0.005759313980337461,188.51203523659683,b'p',True,False
T202301181104274m062457,T202302021104274m062457,b'c4d_230202_075200_xxx_z_v1',b'c4d_151227_062500_xxx_z_v1',59977.32778467,b'z',b'N22',928.3304982561813,1820.568099714245,928.8475579429323,1820.2904252500953,937.8091641530809,1878.9696561435153,938.2842029438098,1821.319356739522,927.9712,1820.3556,18.007902145385742,0.0053,235.7,1.0,-168.06781332956973,172.53914337151178,-108.38850424192209,111.42855771782472,-163.05458414941813,163.05458414941813,4.69,29.170474,22.76214011468847,22.20751824064758,18.132226266180684,0.005763320171338666,188.3809970161385,b'p',True,False
T202301181104274m062457,T202302021104274m062457,b'c4d_230205_081930_xxx_r_v1',b'c4d_170301_044227_xxx_r_v1',59980.34688153,b'r',b'N22',876.6874511458764,1765.6161639162738,877.2044677734839,1765.3381347656662,886.1830674457979,1824.026094250259,886.6420321511896,1766.3620215344317,876.8922,1765.2571,17.39095687866211,0.003,403.5,1.0,-22.353088,40.4251789911165,-69.48135,143.42560463495386,-60.62243927472213,60.62243927472213,5.45,28.909165,22.63732741856828,22.08270554452739,17.42005341930328,0.0030736218051843982,353.23148676545287,b'p',True,False
