,STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC,Z,Z_ERR,SPECTYPE,OBSERVATION_STATUS
70,T202210290315155m141519,,,T202210290315155m141519,,,48.81478399806054,-14.255359482846934,0.14304334688690595,1.4769340863205143e-05,GALAXY,Y
71,C202210060314322m164318,,,C202210060314322m164318,,,48.63410601345518,-16.721569464388278,0.18320404189546907,6.061151699401739e-06,GALAXY,Y
72,A202311050314294m151917,,,,,A202311050314294m151917,48.62236749691461,-15.321392867043633,,,,N
73,A202210290314145m164629,,,A202210290314145m164629,,,48.56054309433749,-16.77461574487619,,,,N
74,C202212190314053m155147,,,C202212190314053m155147,,,48.52210787258468,-15.863137398818743,,,,N
75,C202312110312103m170339,,,,,C202312110312103m170339,48.04274314879253,-17.060727131866436,,,,N
76,T202211190311512m162031,,,T202211190311512m162031,T202302020311512m162031,,47.96335396369253,-16.34189144176399,,,,N
77,C202401010311404m152240,,,,,C202401010311404m152240,47.91830669387167,-15.377859363708474,,,,N
78,T202301240310445m143710,,,T202301240310445m143710,T202302020310445m143710,,47.68539598979716,-14.619431630494406,,,,N
79,T202312290310349m164951,,,,,T202312290310349m164951,47.64523816244392,-16.830833527636685,0.11103338011833253,1.7307392328697896e-05,GALAXY,Y
80,C202311140304196m142210,,,,,C202311140304196m142210,46.08186318744863,-14.369493381419373,0.11688657621044055,7.69436447935716e-06,GALAXY,Y
81,T202401010302518m172037,,,,,T202401010302518m172037,45.715838523361576,-17.343692402427006,,,,N
82,T202401010302311m160343,,,,,T202401010302311m160343,45.62961027372013,-16.0620630663107,,,,N
83,C202312020302107m141103,,,,,C202312020302107m141103,45.544401233191614,-14.184255783691311,,,,N
84,C202210170301450m153122,,,C202210170301450m153122,,,45.43730115532296,-15.522731470764487,0.1845949339669887,3.531446176976906e-05,GALAXY,Y
85,T202312110301314m143947,,,,,T202312110301314m143947,45.38082903781795,-14.66314903283231,0.11568389914978976,8.198148507649962e-06,GALAXY,Y
86,C202210290301121m164150,,,C202210290301121m164150,,,45.30022041464654,-16.697359462903307,0.30227949479661204,3.3551582735680442e-06,GALAXY,Y
87,T202212160300554m164945,,,T202212160300554m164945,,,45.23082387059663,-16.829209392327705,,,,N
88,C202211100300429m145654,,,C202211100300429m145654,,,45.178893963928594,-14.94829024391714,,,,N
89,T202212130300294m142837,,,T202212130300294m142837,,,45.12249721240384,-14.476960918160064,,,,N
90,A202212130300255m143824,,,A202212130300255m143824,,,45.10626817441766,-14.64001336568412,,,,N
91,C202209050300167m151036,,,C202209050300167m151036,,,45.06955633625879,-15.176529832602592,0.08559679591589539,2.8846497660701214e-06,GALAXY,Y
92,T202212280300149m170348,,,T202212280300149m170348,,,45.06202292801082,-17.063236275355354,0.3649139607713864,1.7686877594088156e-05,GALAXY,Y
93,T202310060300040m170827,,,,,T202310060300040m170827,45.0167362342398,-17.140846506424058,,,,N
94,A202212160259576m160158,,,A202212160259576m160158,,,44.990161125299686,-16.032818717075745,,,,N
95,C202301040259457m145804,,,C202301040259457m145804,,,44.940344096640565,-14.96780945675723,,,,N
96,A202312230259426m143826,,,,,A202312230259426m143826,44.92747426778601,-14.640610659520036,,,,N
97,C202302080259106m165937,,,,C202302080259106m165937,,44.7940935731457,-16.993494943056458,,,,N
98,C202308220259022m141055,,,,,C202308220259022m141055,44.75924710626193,-14.181899698007552,0.07977835287048257,4.239639181114342e-06,GALAXY,Y
99,T202210200257417m163247,,,T202210200257417m163247,,,44.42382527738378,-16.546452417457193,,,,N
100,T202209142358324p004706,,,T202209142358324p004706,,,359.6348581236465,0.7851300996461027,0.0610118892707108,1.1533517893338062e-05,GALAXY,Y
101,T202210022358281m000255,,,T202210022358281m000255,,,359.6170656534456,-0.0485762784023505,0.19964038589548752,5.427328006864579e-05,GALAXY,Y
102,T202308132355235m001006,,,,,T202308132355235m001006,358.84810625571123,-0.1682386190546264,0.1279414285681273,1.1432704235287937e-05,GALAXY,Y
103,T202209092353438m014715,,,T202209092353438m014715,,T202308032353438m014714,358.4323814414539,-1.7873695123718871,,,,N
104,T202307262350400m010902,,,T202307262350400m010902,,T202308022350400m010902,357.6667871863879,-1.150544461016474,,,,N
105,T202210022348189p001200,,,T202210022348189p001200,,,357.07892797535004,0.2000809394149629,0.27796758751182316,5.385716975839551e-05,GALAXY,Y
106,C202307202348160m005111,,,C202307202348160m005111,,,357.0666142320418,-0.8529468502401039,,,,N
107,T202308032347160p005603,,,,,T202308032347160p005603,356.81653214464086,0.9342540121799828,0.45593727257795585,2.875818731786904e-05,QSO,Y
108,C202210022346575m004644,,,C202210022346575m004644,,,356.739604342102,-0.7788714048486735,0.18524493648553172,5.848997265094349e-05,GALAXY,Y
109,T202209142343074p003855,,,T202209142343074p003855,,,355.78069313370696,0.6486243230441159,0.6658918595697384,4.8967548787939334e-05,QSO,Y
110,C202210142341334m011750,,,C202210142341334m011750,,,355.3892421057841,-1.2973280585863385,0.3394920773677641,2.250888095783574e-05,QSO,Y
111,C202210142341172m010408,,,C202210142341172m010408,,,355.3217996381512,-1.0688395125831895,,,,N
112,T202210022340136m000356,,,T202210022340136m000356,,,355.05674586239456,-0.0655791015300347,,,,N
113,T202210142339006m002828,,,T202210142339006m002828,,,354.75246557569056,-0.4744943354662912,0.40159647480155086,2.1540483981316284e-05,GALAXY,Y
114,T202210112336017p002613,,,T202210112336017p002613,,,354.0072504202638,0.4370440940777873,,,,N
115,A202308132334263m004021,,,,,A202308132334263m004021,353.609755889278,-0.6723990436949043,0.9110894690165544,0.00019417602959049637,QSO,Y
116,A202210022332157p003955,,,A202210022332157p003955,,,353.0654139282741,0.6653885041420551,,,,N
117,C202210022331524p005248,,,C202210022331524p005248,,,352.96845507955186,0.8798768098661492,,,,N
118,C202210112331241p001140,,,C202210112331241p001140,,,352.8503104053658,0.1945318248524125,,,,N
119,T202309212328141m015104,,,,,T202309212328141m015104,352.0587742145482,-1.851050705270868,,,,N
120,C202307112327311m011241,,,C202307112327311m011241,,C202308032327311m011241,351.8797475104609,-1.211318391722933,0.17627167674805633,3.6363942966721754e-06,GALAXY,Y
121,T202309212324149m003446,,,,,T202309212324149m003446,351.06198514227304,-0.5795077094195281,0.24508195629052307,1.35859673151417e-05,GALAXY,Y
122,A202210262324006m002509,,,A202210262324006m002509,,T202308032324006m002508,351.00258669670006,-0.4190088909684023,0.1498930171098937,2.5767519219683696e-05,GALAXY,Y
123,T202309092323584m001620,,,,,T202309092323584m001620,350.9932944165838,-0.2721968956111269,,,,N
124,A202210112323306p003224,,,A202210112323306p003224,,,350.8775496876938,0.5399107698760917,,,,N
125,T202210022323084m010144,,,T202210022323084m010144,,,350.78486993233184,-1.028842889310409,,,,N
126,C202210142321404m004022,,,C202210142321404m004022,,,350.4181786753516,-0.6727974062459202,0.6023436121179064,3.191048713369964e-05,QSO,Y
127,T202210112321177m002637,,,T202210112321177m002637,,,350.32390795655283,-0.4437456517474703,0.27501272925559583,2.017152668472422e-05,GALAXY,Y
128,C202210112321127m020854,,,C202210112321127m020854,,,350.30304398541443,-2.1484529606421816,,,,N
129,T202210232321043m003030,,,T202210232321043m003030,,,350.2681090422165,-0.5083129090942398,,,,N
130,A202308132320551p002140,,,,,A202308132320551p002140,350.22972534503646,0.3610659011255385,0.7718808844045845,9.075365231453518e-05,QSO,Y
131,C202209122320225p003809,,,C202209122320225p003809,,,350.09389357704583,0.6357792824659113,,,,N
132,C202210022316351m021730,,,C202210022316351m021730,,,349.146146654058,-2.291748656725136,,,,N
133,C202310212315186m030007,,,,,C202310212315186m030007,348.82761806553214,-3.0019863808013345,,,,N
134,C202308022314082m013215,,,,,C202308022314082m013215,348.534187009045,-1.5373836572079436,,,,N
135,C202210022308188m000210,,,C202210022308188m000210,,,347.0785410218029,-0.0362371983804622,0.28368092095983966,6.8661516137275735e-06,GALAXY,Y
136,T202308022306347p005904,,,,,T202308022306347p005904,346.64440245098336,0.9844576129395248,0.09234670440766467,9.130125065679647e-06,GALAXY,Y
137,C202308022301113m001015,,,,,C202308022301113m001015,345.29702850145,-0.170724782389954,0.4530827225266415,7.358721332596079e-05,GALAXY,Y
138,C202207072259513m002342,,C202207072259513m002342,,,,344.9636144178018,-0.3950337375748834,,,,N
139,C202207072256555p002544,,C202207072256555p002544,,,,344.2311585741625,0.4287660916127119,,,,N
140,T202207072254555m003104,,T202207072254555m003104,,,,343.7312994885943,-0.5177922661919351,0.21693377412150208,2.5216724859921076e-05,GALAXY,Y
141,T202209142251384p002243,,,T202209142251384p002243,,,342.909993481127,0.3785540465028894,,,,N
142,C202308042251220m004427,,,,,C202308042251220m004427,342.8418475193375,-0.7408952240191271,0.1691438026013049,0.00010067142942106812,GALAXY,Y
143,T202308022250351p001128,,,,,T202308022250351p001128,342.646177977982,0.1912195378538364,0.16144514548771924,7.528659225945252e-06,GALAXY,Y
144,A202308132243083m001103,,,,,A202308132243083m001103,340.7847512787956,-0.1842812333071605,,,,N
145,T202308022240591m004956,,,,,T202308022240591m004956,340.24610346350187,-0.8323017454769878,,,,N
146,A202311050216393m123515,,,,,A202311050216393m123515,34.16357719482419,-12.587365406909928,,,,N
147,C202311050216215m145647,,,,,C202311050216215m145647,34.08969859476817,-14.946456330298474,,,,N
148,C202308042239178p001749,,,,,C202308042239178p001749,339.8241669008884,0.2970341123638098,0.21470138950525097,5.446909462766666e-05,GALAXY,Y
149,C202308072233097m030734,,,,,C202308072233097m030734,338.29045026317846,-3.1260439258725783,,,,N
150,T202305152231354m025619,,,,T202305152231354m025619,,337.89758200611044,-2.9387265900771538,0.10703372235249742,4.445882940122772e-06,GALAXY,Y
151,A202310092224039m002210,,,,,A202310092224039m002210,336.016054544114,-0.3693059382054401,,,,N
152,T202306142220071m031954,,,,T202306142220071m031954,T202308132220071m031954,335.02950378742827,-3.331662429623657,0.09885060519755116,3.6226084805863904e-06,GALAXY,Y
153,C202307142218427m035000,,,,C202307142218427m035000,A202308072218427m035001,334.67807467472056,-3.833475777938979,0.09016169988129939,3.834080954655957e-05,GALAXY,Y
154,T202307142216554m040054,,,,T202307142216554m040054,T202308072216554m040054,334.23069398011774,-4.015005478326273,,,,N
155,A202308132216146m051209,,,,,A202308132216146m051209,334.060629591888,-5.202378270643915,,,,N
156,T202209142216078p005214,,,T202209142216078p005214,,,334.0324430197757,0.8705815063963918,0.15874898716144137,1.840196148241742e-05,GALAXY,Y
157,C202307232216043m022812,,,,C202307232216043m022812,C202308072216043m022811,334.01798365769145,-2.469901292020191,,,,N
158,T202305102214539m021658,,,,T202305102214539m021658,,333.72470541496887,-2.282898378573416,,,,N
159,C202308132213233m052627,,,,,C202308132213233m052627,333.3468807790384,-5.440723989101597,0.10816964829761322,9.890530196056082e-06,GALAXY,Y
160,T202307142211073m051414,,,,T202307142211073m051414,T202308072211073m051414,332.7806038831186,-5.23733266833244,0.08769073866244216,4.101350588054851e-05,GALAXY,Y
161,T202309152208526m014055,,,,,T202309152208526m014055,332.21920642915256,-1.6819827135732608,,,,N
162,T202307262204437m043655,,,,T202307262204437m043655,T202308132204437m043655,331.18226867274524,-4.615177568969139,0.26236855440904583,2.6456103707483335e-05,GALAXY,Y
163,C202305152204099m053815,,,,C202305152204099m053815,,331.0411266081672,-5.637580867309289,0.2617972199784008,5.373234262466577e-06,GALAXY,Y
164,T202310092203208m281829,,,,,T202310092203208m281829,330.83672225737894,-28.307919592828668,,,,N
165,T202308022202359p003058,,,,,T202308022202359p003058,330.6495517556218,0.5160411183867334,,,,N
166,C202308132202308m002145,,,,,C202308132202308m002145,330.6285057547948,-0.3625915020837945,0.22653578770270952,6.211982670838505e-06,GALAXY,Y
167,C202311050215369m161130,,,,,C202311050215369m161130,33.903823466050945,-16.191588779683414,0.1435022576543328,3.3079999484456624e-05,GALAXY,Y
168,T202312110215230m150126,,,,,T202312110215230m150126,33.8457419470926,-15.02382626415804,0.11660003056090823,1.9928348511215472e-06,GALAXY,Y
169,T202311050214528m152405,,,,,T202311050214528m152405,33.71985681301474,-15.401375400773542,0.19171643724541126,1.1668800992996501e-05,GALAXY,Y
170,T202210022134567p063448,,,T202210022134567p063448,,,323.7362991449162,6.58004157951892,,,,N
171,C202207312134334p042726,,C202207312134334p042726,C202208082134334p042726,,,323.63928053477173,4.457250417459773,0.06895937796748777,3.5989511406067953e-06,GALAXY,Y
172,C202205242133106p070404,,C202205242133106p070404,,,,323.2943686067605,7.067803177579577,0.2109771986147442,6.478912818838464e-05,GALAXY,Y
173,C202205272133083p051032,,C202205272133083p051032,,,,323.2844665386756,5.1756552945407055,,,,N
174,A202205152131182p064118,,A202205152131182p064118,C202208152131182p064118,,,322.82586324243846,6.688248993921486,,,,N
175,T202209112131180p050709,,,T202209112131180p050709,,,322.8248556630918,5.1192928160972215,0.13332483753220137,1.8890616060245736e-05,GALAXY,Y
176,T202207312131135p040050,,T202207312131135p040050,T202208152131135p040051,,,322.8063309219672,4.014059280382911,,,,N
177,C202206082129244p055156,,C202206082129244p055156,,,,322.3518554688388,5.865546155864429,0.3140777285800004,1.3457797097920146e-05,GALAXY,Y
178,T202205152126334p040318,,T202205152126334p040318,T202208212126334p040318,,,321.639078893448,4.0549024870620975,1.2214382576009912,0.00013276234208422716,GALAXY,Y
179,C202206252125413p063604,,C202206252125413p063604,,,,321.42191336537894,6.601060740285188,0.18163563248896136,3.948760492058317e-06,GALAXY,Y
180,A202205272124462p061613,,A202205272124462p061613,,,,321.1926235666332,6.2702509461860965,,,,N
181,C202205152124042p043110,,C202205152124042p043110,,,,321.0177000667691,4.519557796988996,0.14056633375221778,3.549202650627804e-05,GALAXY,Y
182,A202208212124034p053416,,,A202208212124034p053416,,,321.0143196492443,5.571026106106788,0.23476973672719942,0.00011484442207055856,GALAXY,Y
183,A202207312121171p053705,,A202207312121171p053705,A202208212121171p053705,,,320.3213809895507,5.618044170250784,-3.3556464258205537e-06,3.9395632798199994e-05,STAR,Y
184,C202206092121029p052318,,C202206092121029p052318,,,,320.26208839999805,5.388410697585792,,,,N
185,T202311050211126m145234,,,,,T202311050211126m145234,32.8024343869224,-14.876085181973329,,,,N
186,T202307260210214m012713,,,,T202307260210214m012713,T202308020210214m012712,32.58914207566866,-1.4534525888426142,,,,N
187,T202312110209226m160507,,,,,T202312110209226m160507,32.34412091962957,-16.085347816029536,,,,N
188,C202311050209205m163222,,,,,C202311050209205m163222,32.33535642253252,-16.539345075124537,,,,N
189,C202311110209036m162634,,,,,C202311110209036m162634,32.26504172370016,-16.442871921017414,,,,N
190,T202309240209022m005330,,,,,T202309240209022m005330,32.25912378527425,-0.8916955692628705,,,,N
191,C202311110208206m160627,,,,,C202311110208206m160627,32.085738068261925,-16.10759483130349,0.27600049485859307,5.764340375422326e-05,GALAXY,Y
192,T202307260208165m004318,,,,T202307260208165m004318,T202308020208165m004318,32.068761506078815,-0.7215669296212159,0.09182109518928604,7.797090521454009e-06,GALAXY,Y
193,A202206282118233p064223,,A202206282118233p064223,,,,319.5971266994777,6.706399630891784,,,,N
194,C202208082116538p063323,,,C202208082116538p063323,,,319.2242527975833,6.55643286929618,0.389755040880392,1.8547983735169273e-05,QSO,Y
195,T202206082116266p041605,,T202206082116266p041605,,,,319.1107720796253,4.268039917735266,0.13984614771149667,3.457347440397845e-05,GALAXY,Y
196,T202206282115440p044616,,T202206282115440p044616,,,,318.93314100759284,4.771065512518294,,,,N
197,T202209052113064p062525,,T202209052113064p062525,T202209112113064p062526,,,318.2768368426752,6.423761848439818,0.04753709742980937,7.966769449652388e-06,GALAXY,Y
198,T202207012113019p052516,,T202207012113019p052516,,,,318.25782590944823,5.421232316573223,,,,N
199,C202206082111212p045759,,C202206082111212p045759,,,,317.8384676609093,4.966306481764964,0.21330112371559945,3.0536776516021765e-05,GALAXY,Y
200,T202210102110290p072120,,,T202210102110290p072120,,,317.62098056578066,7.355678418612782,0.2127796971633931,2.3145680350124446e-05,GALAXY,Y
201,T202209122109057p061917,,,T202209122109057p061917,,,317.27389270734864,6.321279505566054,,,,N
202,T202208082108589p064501,,,T202208082108589p064501,,,317.2452980635608,6.750286893980876,0.1475533159375167,2.7705924619329306e-05,GALAXY,Y
203,C202208032106241p061948,,C202208032106241p061948,C202208152106241p061948,,,316.6005671462517,6.330027717341489,,,,N
204,C202206082103410p050715,,C202206082103410p050715,,,,315.9209463093,5.120921490765928,,,,N
205,T202205182103057p052317,,T202205182103057p052317,,,,315.7737172828218,5.388002365672944,,,,N
206,T202205242102426p044710,,T202205242102426p044710,,,,315.6776053185203,4.786108603170365,,,,N
207,T202312140207366m160711,,,,,T202312140207366m160711,31.90256974484043,-16.119588158808867,,,,N
208,T202312110206209m155534,,,,,T202312110206209m155534,31.587112865049352,-15.926038063666208,,,,N
209,T202308310206063m132406,,,,,T202308310206063m132406,31.52620856073972,-13.401555814761714,,,,N
210,A202311050204219m163129,,,,,A202311050204219m163129,31.0912548297109,-16.52475213397422,,,,N
211,T202311050204036m133130,,,,,T202311050204036m133130,31.014824300964737,-13.525131583792492,,,,N
212,A202312110201540m132017,,,,,A202312110201540m132017,30.47515873238455,-13.337999548442216,,,,N
213,T202312110200338m134521,,,,,T202312110200338m134521,30.14099427566356,-13.7558541308514,0.49950738246300863,8.260113760493148e-05,GALAXY,Y
214,T202209140014026p000040,,,T202209140014026p000040,,,3.5109237193086567,0.0110402464190093,0.1476827138138636,7.666845225305384e-06,GALAXY,Y
215,T202310060013028m001416,,,,,T202310060013028m001416,3.2614766617498567,-0.237883529800857,0.33552186613762225,9.951157360355722e-05,GALAXY,Y
216,C202312110159540m161112,,,,,C202312110159540m161112,29.975184795476032,-16.186556260333894,,,,N
217,T202309270158119m132941,,,,,T202309270158119m132941,29.54955426330873,-13.49462694255341,,,,N
218,C202312110157169m162055,,,,,C202312110157169m162055,29.32020982837217,-16.348622058375277,,,,N
219,T202309270157056m161517,,,,,T202309270157056m161517,29.2733443231671,-16.25477863685833,,,,N
220,T202311050154223m144143,,,,,T202311050154223m144143,28.59277935784374,-14.695194816665568,,,,N
221,C202308310152009m145837,,,,,C202308310152009m145837,28.003713939364573,-14.977048760606907,,,,N
222,C202312110151466m165259,,,,,C202312110151466m165259,27.944286412778524,-16.882955079896647,,,,N
223,T202311050150072m124738,,,,,T202311050150072m124738,27.53015658198532,-12.794000220929902,,,,N
224,C202311050149551m144009,,,,,C202311050149551m144009,27.47953815029979,-14.669270445019714,,,,N
225,C202312140147119m145112,,,,,C202312140147119m145112,26.799409369138807,-14.853364493064545,,,,N
226,A202311050137029m143403,,,,,A202311050137029m143403,24.26210363809417,-14.567392438926705,,,,N
227,C202303101518050p071835,,,,C202303101518050p071835,,229.52090450209,7.30978602552925,0.042708097773732814,1.4059393120970834e-06,GALAXY,Y
228,C202303251515116p072036,,,,C202303251515116p072036,,228.7983630018732,7.343307712021716,,,,N
229,A202204271513030p084326,,A202204271513030p084326,,,,228.26242966393008,8.723795700862095,,,,N
230,T202303221511133p074721,,,,T202303221511133p074721,,227.80554275665,7.789236417751735,,,,N
231,T202204211511030p072013,,T202204211511030p072013,,,,227.7623043952388,7.336854502367005,,,,N
232,C202204241511009p055818,,C202204241511009p055818,,,,227.75384837923173,5.971716612697129,0.07459658635799246,3.299843432056646e-05,GALAXY,Y
233,T202204211510431p082552,,T202204211510431p082552,,,,227.67965992429143,8.431141398527876,,,,N
234,T202204211510263p060023,,T202204211510263p060023,,,,227.6094663686825,6.006508304728331,,,,N
235,T202304031510101p055233,,,,T202304031510101p055233,,227.54190424354016,5.875815306302626,,,,N
236,T202204241509329p082207,,T202204241509329p082207,,,,227.38713339400985,8.36852048910434,,,,N
237,T202204211509249p073640,,T202204211509249p073640,,,,227.3537499712408,7.611127304480727,0.0711098950278445,2.1821093681362947e-06,GALAXY,Y
238,C202303221508244p074605,,,,C202303221508244p074605,,227.101859102836,7.768175695532727,,,,N
239,T202303221508196p081140,,,,T202303221508196p081140,,227.08169418790044,8.194578706325071,,,,N
240,C202204211507010p072628,,C202204211507010p072628,,,,226.75422449957503,7.441060550624435,0.14065737998186753,7.94684798933697e-05,GALAXY,Y
241,T202204211506557p073253,,T202204211506557p073253,,,,226.7322430297409,7.548188493817699,,,,N
242,T202303251504178p062006,,,,T202303251504178p062006,,226.0739606644132,6.334998883829058,0.29097366078972425,1.1677334205385405e-05,GALAXY,Y
243,T202305121502382p075751,,,,T202305121502382p075751,,225.6593022798981,7.964146228786792,0.14882212919178903,3.758864227082887e-05,GALAXY,Y
244,T202305121501588p082137,,,,T202305121501588p082137,,225.49489618554736,8.360351811199797,0.09592293997011518,3.8411309915194555e-06,GALAXY,Y
245,C202303101501128p071729,,,,C202303101501128p071729,,225.30351412611043,7.291399080763463,,,,N
246,T202303101500070p072655,,,,T202303101500070p072655,,225.02929763134665,7.448690797450701,,,,N
247,T202204211458225p064402,,T202204211458225p064402,,,,224.5936721998896,6.733906501966363,,,,N
248,T202205091458018p074630,,T202205091458018p074630,,,,224.507559164406,7.775037653962609,,,,N
249,T202204211456513p074938,,T202204211456513p074938,,T202303071456513p074938,,224.21369809828764,7.827187042659125,0.056016599869034615,2.6042873040108864e-06,GALAXY,Y
250,T202303251455400p055850,,,,T202303251455400p055850,,223.91656330844648,5.980526560146676,0.12683948273499382,5.392268545906304e-06,GALAXY,Y
251,C202303251455372p071256,,,,C202303251455372p071256,,223.90497654707883,7.2155942031670275,,,,N
252,C202304031454219p085027,,,,C202304031454219p085027,,223.59145357734403,8.840745120459385,,,,N
253,T202303161453596p060858,,,,T202303161453596p060858,,223.49836695731068,6.149369343116303,0.4101369430583644,6.397253882820062e-05,GALAXY,Y
254,T202303071453383p085725,,,,T202303071453383p085725,T202308011453383p085725,223.4095470173213,8.95694439040713,0.19908150362060753,1.8923295430335887e-05,GALAXY,Y
255,A202303101453011p070224,,,,A202303101453011p070224,,223.2547247710461,7.040131898821014,0.2742006710049424,6.396995544174518e-05,GALAXY,Y
256,C202204211452491p082532,,C202204211452491p082532,,,,223.20476722580003,8.425460269446134,0.1805485896874845,3.671335609754028e-05,GALAXY,Y
257,C202104061452440m003929,C202104061452440m003929,,,,,223.183539236602,-0.6579744355641632,,,,N
258,C202305151452103p082213,,,,C202305151452103p082213,,223.0428420921401,8.370372628895915,,,,N
259,C202304121451481p063055,,,,C202304121451481p063055,,222.950335959348,6.515207101534736,,,,N
260,T202303071451032p081844,,,,T202303071451032p081844,,222.76336189307088,8.312357879075767,0.13565161384138869,8.286152113114222e-06,GALAXY,Y
261,C202204241450579p071436,,C202204241450579p071436,,,,222.74104765081955,7.243405513785622,,,,N
262,C202204211450518p064119,,C202204211450518p064119,,,,222.7159201679274,6.688661190391397,,,,N
263,C202303251450351p080942,,,,C202303251450351p080942,,222.6462574369165,8.161577536228494,0.06452327273339557,3.6474370163097113e-06,GALAXY,Y
264,A202305101450083p072341,,,,A202305101450083p072341,,222.53478907092665,7.394627337118258,,,,N
265,C202303101448334p063054,,,,C202303101448334p063054,,222.13937147564235,6.5151009143488405,0.30352469598543935,1.8566325666813132e-05,GALAXY,Y
266,A202104061448327m020938,A202104061448327m020938,,,,,222.1363278252177,-2.1606058171958296,,,,N
267,T202205061448130p065147,,T202205061448130p065147,,,,222.0541919137176,6.863117075475599,,,,N
268,C202303071447281p070518,,,,C202303071447281p070518,,221.86698419448533,7.088436339630798,0.13970118472048237,3.7239149976664516e-06,GALAXY,Y
269,T202303071447182p071048,,,,T202303071447182p071048,,221.82596496800687,7.179924322041688,,,,N
270,A202103281447030p002833,A202103281447030p002833,,,,,221.762447918809,0.4757481343580843,,,,N
271,T202105121446584p005443,T202105121446584p005443,,,,,221.74334743101625,0.9118064904702816,,,,N
272,T202104061446512m012619,T202104061446512m012619,,,,,221.7132791559136,-1.4384972655859694,0.4555616476504856,5.3527961347903096e-05,GALAXY,Y
273,T202104061445243p005752,T202104061445243p005752,,,,,221.3514019923658,0.964395731930662,,,,N
274,A202103221445116m031727,A202103221445116m031727,,,,,221.298242519792,-3.2909278223762386,,,,N
275,C202303071444119p081230,,,,C202303071444119p081230,,221.04958351935807,8.208345510236192,0.23818019905725904,6.58970391741188e-05,GALAXY,Y
276,A202105121444069p010042,A202105121444069p010042,,,,,221.0286902006337,1.0116749317316616,0.27991763731418773,6.858508122161599e-05,GALAXY,Y
277,A202204271443214p080044,,A202204271443214p080044,,,,220.8390416968324,8.012203965006805,,,,N
278,C202105151443160m024133,C202105151443160m024133,,,,,220.81659124804423,-2.6924248749082307,0.15303957575762822,1.6687307861638886e-05,GALAXY,Y
279,C202104061443116m002550,C202104061443116m002550,,,,,220.7983888553448,-0.4305789564251474,0.3208095095951777,2.8508267082778432e-05,GALAXY,Y
280,T202303071443051p072704,,,,T202303071443051p072704,,220.7713478140898,7.45106427833154,,,,N
281,T202304031443026p084620,,,,T202304031443026p084620,,220.76103588694167,8.772184456686102,,,,N
282,T202104121442449m012158,T202104121442449m012158,,,,,220.6871494287165,-1.3662494336454285,1.3320283428249687e-05,3.821669153894905e-05,STAR,Y
283,A202104091442413p011829,A202104091442413p011829,,,,,220.6721528399432,1.3079572344761194,,,,N
284,C202205121442219p071704,,C202205121442219p071704,,,,220.5912481832392,7.284315530293496,0.7033295908559671,9.056954733364631e-06,GALAXY,Y
285,T202303071441372p075308,,,,T202303071441372p075308,,220.40519087986732,7.885655238976612,0.2090970932232913,7.1239472170801956e-06,GALAXY,Y
286,A202104061441337p003659,A202104061441337p003659,,,,,220.3902978790381,0.6164124351352092,,,,N
287,C202106051440539m002835,C202106051440539m002835,,,,,220.2244009150234,-0.4764812591437518,,,,N
288,A202104091440508p012949,A202104091440508p012949,,,,,220.21171936872483,1.4970616944910895,,,,N
289,A202105151440385p022835,A202105151440385p022835,,,,,220.1604739658408,2.4764276377252004,,,,N
290,T202103281440354p000304,T202103281440354p000304,,,,,220.1476806357365,0.0510214243848713,0.14755648798022744,3.6370993064558746e-05,GALAXY,Y
291,C202104061439495p014952,C202104061439495p014952,,,,,219.95614550645627,1.83103005364546,0.395546293550593,7.337648416352067e-05,GALAXY,Y
292,T202205031439183p072921,,T202205031439183p072921,,,,219.8260929616924,7.4891922578877725,,,,N
293,C202104091438448p000628,C202104091438448p000628,,,,,219.6868025406632,0.1078473010962972,,,,N
294,T202105061438290m005802,T202105061438290m005802,,,,,219.6206528155101,-0.9673232203142892,0.267288723828617,2.3201464880977863e-05,GALAXY,Y
295,T202104061437506m001138,T202104061437506m001138,,,,,219.46080870982868,-0.193915098538957,0.14472222119012812,5.096636420169826e-05,GALAXY,Y
296,C202103221437107m015403,C202103221437107m015403,,,,,219.29445531723,-1.9008893790599948,,,,N
297,T202104251436231m003503,T202104251436231m003503,,,,,219.0964277272784,-0.58427287747865,0.08199471076212768,2.329971870340016e-06,GALAXY,Y
298,A202103221436217m014328,A202103221436217m014328,,,,,219.0905822663051,-1.724582739697416,,,,N
299,T202105151435418p002302,T202105151435418p002302,,,,,218.9239973019733,0.3838120026658883,0.18381937594253717,1.5327764295782815e-05,GALAXY,Y
300,A202105151435416m003736,A202105151435416m003736,,,,,218.9233521537072,-0.6266700299761797,,,,N
301,C202104061434053m002734,C202104061434053m002734,,,,,218.52206160765536,-0.45942518047264,,,,N
302,T202105061432384p020947,T202105061432384p020947,,,,,218.15993769955008,2.1631018202423262,,,,N
303,C202103311432147p012014,C202103311432147p012014,,,,,218.0610801539084,1.3372924525261052,0.13642455234488135,3.64799436973382e-05,GALAXY,Y
304,C202105151431600p024459,C202105151431600p024459,,,,,217.9998735939124,2.7497463981414403,,,,N
305,T202105061431400m005958,T202105061431400m005958,,,,,217.9165728685437,-0.9993658234524364,0.13716244580237874,8.091055687549989e-06,GALAXY,Y
306,C202303161430044m012357,,,,C202303161430044m012357,,217.51841763269704,-1.3992337213378605,,,,N
