,STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC,Z,Z_ERR,SPECTYPE,OBSERVATION_STATUS
50,C202209120328019m165839,,,C202209120328019m165839,,,52.00811942321587,-16.977551059847137,,,,N
51,A202212190327321m160847,,,A202212190327321m160847,,,51.88393486836029,-16.146382813570554,,,,N
52,C202212190327038m162657,,,C202212190327038m162657,,,51.76594087093989,-16.449280817055257,,,,N
53,T202211130326442m165338,,,T202211130326442m165338,,,51.68409238090848,-16.893855361374776,0.32652141206927743,0.00012769388932317777,GALAXY,Y
54,A202211040326132m141252,,,A202211040326132m141252,,,51.55481043950229,-14.214505959534243,,,,N
55,T202209050326046m164315,,,T202209050326046m164315,,,51.51911944593824,-16.720968958629015,,,,N
56,T202210170325500m171121,,,T202210170325500m171121,,,51.45833425970783,-17.189165287702586,,,,N
57,A202312020325245m165856,,,,,A202312020325245m165856,51.35217572370839,-16.982200121651303,,,,N
58,C202210290325116m143843,,,C202210290325116m143843,,,51.29813608705518,-14.645322392190714,,,,N
59,A202209050325057m161336,,,A202209050325057m161336,,,51.27383926883144,-16.226584324413963,,,,N
60,A202209090325018m140202,,,A202209090325018m140202,,,51.25765749133184,-14.034022667671673,,,,N
61,T202211160323398m161250,,,T202211160323398m161250,,,50.9157880647497,-16.214018641346154,,,,N
62,T202209050323342m164656,,,T202209050323342m164656,,,50.89254436866611,-16.78218916492807,,,,N
63,A202212190317496m164557,,,A202212190317496m164557,,,49.456738844496826,-16.765912582907795,0.2499414982898139,7.663792754963788e-05,GALAXY,Y
64,C202301210317374m162253,,,C202301210317374m162253,C202302020317374m162253,,49.40570254653504,-16.381293257923556,,,,N
65,T202301040317311m162625,,,T202301040317311m162625,,,49.37954761051417,-16.440375763513227,,,,N
66,T202210060316578m143306,,,T202210060316578m143306,,,49.24087392337239,-14.551585954127589,,,,N
67,T202310060316447m140347,,,,,T202310060316447m140347,49.18636345158759,-14.062963710698709,0.10636747059907509,2.6897554552550897e-05,GALAXY,Y
68,C202211220316246m171825,,,C202211220316246m171825,,,49.1026029716485,-17.307045402440227,,,,N
69,T202312290316154m143147,,,,,T202312290316154m143147,49.06425963633375,-14.52963743736198,0.05026059151661798,4.3366728883312435e-06,GALAXY,Y
